lekon	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_english	nt_idn	nt_tapah	nt_comment	nt_xref	Concepticon_Gloss	Concepticon_ID	concept_url
652. sangkoel	652	sangkoel		patjoel, hak	hoe	pacul	441	443	423	FALSE									HOE	284	https://concepticon.clld.org/parameters/284
653. ladang	653	ladang		tuin	garden	kebun	442	444	-	FALSE									GARDEN	586	https://concepticon.clld.org/parameters/586
654. tinava simaralí	654	tinava simaralí		rijstveld (nat, sawah)	rice-field (wet, sawah)	sawah	443	445	424	FALSE									PADDY FIELD	140	https://concepticon.clld.org/parameters/140
655. tinava simala	655	tinava simala		rijstveld (droog)	rice-field (dry)	huma, ladang	443	445	424	FALSE									FIELD (UPLAND)	2794	https://concepticon.clld.org/parameters/2794
656. achal, toefoeng²	656	achal, toefoeng²		sawahdijkje	small dike in rice-field	pematang	444	446	425	FALSE										NA	https://concepticon.clld.org/parameters/NA
657. pientjoeran/baré	657	pientjoeran/baré		waterleiding	irrigation	pengairan	445	447	426	FALSE									IRRIGATE	3078	https://concepticon.clld.org/parameters/3078
659. bachar	659	bachar		omheining	fence, hedge	pagar	446	448	427	FALSE									FENCE	1690	https://concepticon.clld.org/parameters/1690
660. tanêmên	660	tanêmên		gewas	vegetation	tumbuhan	447	449	-	FALSE									PLANT (VEGETATION)	653	https://concepticon.clld.org/parameters/653
662/663. mananêm	662/663	mananêm		zaaien <unsp.>	sow	tabur	448	450	429	FALSE									SOW SEEDS	748	https://concepticon.clld.org/parameters/748
664. mala-aut	664	mala-aut		zaad	seed	benih	449	451	-	TRUE									SEED	714	https://concepticon.clld.org/parameters/714
668. mantja	668	mantja		rijp	ripe	masak, matang	451	453	433	FALSE									RIPE	178	https://concepticon.clld.org/parameters/178
669. matahè	669	matahè		onrijp	unripe	belum masak, belum matang, mentah	452	454	434	FALSE									UNRIPE	1958	https://concepticon.clld.org/parameters/1958
671. mamatí	671	mamatí		oogsten (van een veld)	to reap	menuai	453	455	-	FALSE									HARVEST CROPS	1827	https://concepticon.clld.org/parameters/1827
672. mangaut	672	mangaut		oogsten (van boomvruchten)	to gather	mengumpulkan (buah-buahan)	453	455	-	FALSE									HARVEST CROPS	1827	https://concepticon.clld.org/parameters/1827
674. jachoeng	674	jachoeng		mais, djagong	maize, corn	jagung	457	459	437	FALSE									MAIZE	506	https://concepticon.clld.org/parameters/506
677. kasang	677	kasang		bonen	beans	kacang-kacangan	458	460	-	FALSE									BEAN	832	https://concepticon.clld.org/parameters/832
679. mêlikè	679	mêlikè		komkommer	cucumber	ketimun	459	461	440	FALSE									CUCUMBER	496	https://concepticon.clld.org/parameters/496
681. bachoeng	681	bachoeng		tabak	tobacco	tembakau	460	462	365	FALSE									TOBACCO	974	https://concepticon.clld.org/parameters/974
682. têpó	682	têpó		suikerriet	sugarcane	tebu	461	463	442	FALSE									SUGAR CANE	146	https://concepticon.clld.org/parameters/146
683. aritak	683	aritak		aardnoot	peanut	kacang tanah	462	464	-	FALSE									GROUNDNUT (PEANUT)	595	https://concepticon.clld.org/parameters/595
684. alatat	684	alatat		ui	onion	bawang	-	465	443	FALSE									ONION	2366	https://concepticon.clld.org/parameters/2366
686. kalèdè	686	kalèdè		oebi (soorten)	species of tuber	ubi (macam-macam ubi)	464	467	445	FALSE									SWEET POTATO	159	https://concepticon.clld.org/parameters/159
688. gadoeng biòh	688	gadoeng biòh		cassave, katela	cassava	ketela	465	468	448	FALSE									CASSAVA	925	https://concepticon.clld.org/parameters/925
690. banai	690	banai		spaanse peper, tjabe	red pepper	cabe	466	469	449	FALSE									CHILI PEPPER	919	https://concepticon.clld.org/parameters/919
691. bònòl	691	bònòl		kokos (boom)	coconut (tree)	kelapa (pohon)	467	470	450	FALSE									COCONUT TREE	147	https://concepticon.clld.org/parameters/147
692. bonol	692	bonol		kokos (vrucht)	coconut (fruit)	kelapa (buah)	467	470	450	FALSE									COCONUT	970	https://concepticon.clld.org/parameters/970
695. ana-ó	695	ana-ó		arenpalm, arenboom	sugarpalm, aren tree	pohon aren	468	471	452	FALSE									SUGAR PALM	3029	https://concepticon.clld.org/parameters/3029
697/698. òwil ana-ó	697/698	òwil ana-ó		legen <unsp.>			470	473	366	FALSE										NA	
701. goela	701	goela		suiker	sugar	gula	472	476	-	FALSE									SUGAR	862	https://concepticon.clld.org/parameters/862
702. doembioh	702	doembioh		nipah	nipa palm	pohon nipah	481	485	454	FALSE										NA	https://concepticon.clld.org/parameters/NA
703. doembioh	703	doembioh		sago boem	sago tree	pohon sagu	482	486	359	FALSE									SAGO PALM	2372	https://concepticon.clld.org/parameters/2372
704. batoep	704	batoep		sago	sago	sagu	483	487	-	FALSE									SAGO	2270	https://concepticon.clld.org/parameters/2270
705. ènèn	705	ènèn		katoen	cotton	kapas	479	483	-	FALSE									COTTON	1850	https://concepticon.clld.org/parameters/1850
706. gapoe-ai	706	gapoe-ai		kapok	kapok	kapuk	480	484	455	FALSE									KAPOK TREE	2499	https://concepticon.clld.org/parameters/2499
707. pandan	707	pandan		pandan	pandanus	pandan	473	477	456	FALSE									PANDANUS	469	https://concepticon.clld.org/parameters/469
708. manggi	708	manggi		mangga	mango	mangga	474	478	457	FALSE									MANGO	2398	https://concepticon.clld.org/parameters/2398
709. anasah	709	anasah		nangka	Artocarpus integrifolia, Jack fruit	nangka	475	479	458	FALSE									JACKFRUIT	2655	https://concepticon.clld.org/parameters/2655
710. ramboet	710	ramboet		ramboetan	Nephelium lappaceum	rambutan	476	480	459	FALSE										NA	https://concepticon.clld.org/parameters/NA
711. toerian	711	toerian		doerian	Durio zibethinus	durian	477	481	460	FALSE										NA	https://concepticon.clld.org/parameters/NA
712. djambé-ò	712	djambé-ò		djamboe	Eugenia	jambu	478	482	461	FALSE									GUAVA	3981	https://concepticon.clld.org/parameters/3981
713. làntjat	713	làntjat		langsat	Lansium domesticum	langsat	-	496	462	FALSE										NA	https://concepticon.clld.org/parameters/NA
716-718. kaul	716-718	kaul		pisang <unsp.>	banana	pisang	489	492	464	FALSE									BANANA	868	https://concepticon.clld.org/parameters/868
721. bò lafoe	721	bò lafoe		pompelmoes	grape fruit	Citrus paradisi	492	495	-	FALSE									GRAPE	920	https://concepticon.clld.org/parameters/920
722. alimò	722	alimò		citroen	lemon	jeruk sitrun	493	497	-	FALSE									LEMON	3091	https://concepticon.clld.org/parameters/3091
723. koppi	723	koppi		koffie	coffee	kopi	494	498	-	FALSE									COFFEE	1299	https://concepticon.clld.org/parameters/1299
726. gambir	726	gambir		gambir	Uncaria gambir	gambir	498	503	364	FALSE										NA	https://concepticon.clld.org/parameters/NA
728. ahool	728	ahool		kalk (kalksteen)	lime	kapur	576	502	363	FALSE									LIME (MATERIAL)	2540	https://concepticon.clld.org/parameters/2540
729. òndil	729	òndil		kurkuma (koenjit)	Curcuma domestica	kunyit	500	505	467	FALSE									TURMERIC	2842	https://concepticon.clld.org/parameters/2842
731. oewè	731	oewè		rotan	rattan, cane	rotan	501	506	469	FALSE									RATTAN	2497	https://concepticon.clld.org/parameters/2497
732. boeloe	732	boeloe		bamboe	bamboo	bambu	502	507	470	FALSE									BAMBOO	1927	https://concepticon.clld.org/parameters/1927
733. raboeng	733	raboeng		jonge bamboespruit	bamboo shoot, young sprout	rebung	-	508	471	FALSE									BAMBOO SHOOT	2494	https://concepticon.clld.org/parameters/2494
734. awa	734	awa		boom	tree	pohon	541	549	472	TRUE									TREE	906	https://concepticon.clld.org/parameters/906
737. manèh	737	manèh		klimmen	to climb	memanjat	-	543	-	FALSE									CLIMB	1102	https://concepticon.clld.org/parameters/1102
739/740. liang	739/740	liang		tak <unsp.>	branch	cabang	542	550	477	FALSE									BRANCH	1531	https://concepticon.clld.org/parameters/1531
741. daliq	741	daliq		kernhout	the heart of the tree	hati kayu (pohon)	-	551	478	FALSE									WOOD	1803	https://concepticon.clld.org/parameters/1803
742-744. olòr	742-744	olòr		wortel <unsp.>	root	akar	543	552	479	TRUE	root								ROOT	670	https://concepticon.clld.org/parameters/670
746. boeloeng	746	boeloeng		blad	leaf	daun	544	553	481	TRUE									LEAF	628	https://concepticon.clld.org/parameters/628
748. bìbì	748	bìbì		schors	bark	kulit kayu	545	554	483	TRUE									BARK	1204	https://concepticon.clld.org/parameters/1204
750. oeloet	750	oeloet		sap	sap	air (buah, pohon)	546	555	485	FALSE									SAP	345	https://concepticon.clld.org/parameters/345
752. lar	752	lar		pinang	Areca catechu LINN	pinang	496	500	361	FALSE									BETELNUT	217	https://concepticon.clld.org/parameters/217
753. ifan	753	ifan		sirih	betel	sirih	497	501	362	FALSE									BETEL PEPPER VINE	177	https://concepticon.clld.org/parameters/177
754. soeloe	754	soeloe		hars	resin	damar (umum)	548	556	-	FALSE									RESIN	664	https://concepticon.clld.org/parameters/664
755. soeloe	755	soeloe		damar	resin (from the damar tree)	damar (khusus dari pohon damar)	503	509	486	FALSE									RESIN	664	https://concepticon.clld.org/parameters/664
758. biengí	758	biengí		bloem	flower	bunga	550	558	488	TRUE									FLOWER	239	https://concepticon.clld.org/parameters/239
759. bò	759	bò		vrucht	fruit	buah	551	559	489	TRUE									FRUIT	1507	https://concepticon.clld.org/parameters/1507
761. bìbì bò	761	bìbì bò		schil	rind, peel	kulit buah	552	560	491	FALSE									SKIN (OF FRUIT)	2373	https://concepticon.clld.org/parameters/2373
763. êkó	763	êkó		pit	pip, stone	biji	553	561	493	FALSE									STONE (OF FRUIT)	1762	https://concepticon.clld.org/parameters/1762
764. ísí	764	ísí		vruchtvlees	the flesh of the fruit	daging buah	554	562	494	FALSE									FLESH	2259	https://concepticon.clld.org/parameters/2259
765. safandoel	765	safandoel		tros	bunch	rangkai, tangkai, tandan	555	563	495	FALSE									BUNCH	1966	https://concepticon.clld.org/parameters/1966
766. lana	766	lana		olie	oil	minyak	556	564	496	FALSE									OIL (HYDROPHOBIC LIQUID)	2556	https://concepticon.clld.org/parameters/2556
770. balichi	770	balichi		gras	grass	rumput	485	488	500	TRUE									GRASS	606	https://concepticon.clld.org/parameters/606
772. latoeroe-i	772	latoeroe-i		alang-alang	Imperata cylindria (Kunai grass)	lalang	487	490	501	FALSE									REED	659	https://concepticon.clld.org/parameters/659
773. têlêng têlêng	773	têlêng têlêng		glagah	Saccharum spontaneum	gelagah	488	491	502	FALSE									REED	659	https://concepticon.clld.org/parameters/659
774. binatang	774	binatang		dier, beest	animal, beast	binatang	345	347	503	TRUE	animal								ANIMAL	619	https://concepticon.clld.org/parameters/619
775. ana	775	ana		jong van dier (kalf, veulen, kuiken, etc.)	young of animal (calf, foal, chicken, etc.)	anak binatang	346	348	504	FALSE									ANIMAL	619	https://concepticon.clld.org/parameters/619
778. bó íjó	778	bó íjó		staart	tail	ekor	355	357	506	TRUE									TAIL	1220	https://concepticon.clld.org/parameters/1220
779. ka-eu	779	ka-eu		poot	paw	kaki binatang	347	349	507	FALSE									PAW	2965	https://concepticon.clld.org/parameters/2965
780. lar	780	lar		hoef	hoof	kuku binatang	348	350	508	FALSE									HOOF	152	https://concepticon.clld.org/parameters/152
781. lang ahoen	781	lang ahoen		klauw	claw	cakar	349	351	509	TRUE									CLAW	72	https://concepticon.clld.org/parameters/72
786. alìfìh	786	alìfìh		vleugel	wing	sayap	351	353	514	TRUE									WING	1257	https://concepticon.clld.org/parameters/1257
787. bó	787	bó		veren	feather	bulu burung	352	354	515	FALSE									FEATHER	1201	https://concepticon.clld.org/parameters/1201
789. sònòr	789	sònòr		nest	nest	sarang	353	355	517	FALSE									NEST	539	https://concepticon.clld.org/parameters/539
790. anteu	790	anteu		ei	egg	telur	354	356	518	TRUE									EGG	744	https://concepticon.clld.org/parameters/744
794. ëundeung	794	ëundeung		tam varken	domesticated pig	babi	356	358	522	FALSE									PIG	1337	https://concepticon.clld.org/parameters/1337
797. léng eundeung	797	léng eundeung		knorren	to grunt	menggeram	357	359	525	FALSE										NA	https://concepticon.clld.org/parameters/NA
799. kambing	799	kambing		geit	goat	kambing	-	360	526	FALSE									GOAT	1502	https://concepticon.clld.org/parameters/1502
800-802. lêmòh	800-802	lêmòh		buffel <unsp.>			362	364	527	FALSE										NA	
805. bè	805	bè		bleren	to bleat, to moo	menguak	-	361	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
807. koedò	807	koedò		paard	horse	kuda	363	365	530	FALSE									HORSE	615	https://concepticon.clld.org/parameters/615
809. roesòh	809	roesòh		hert	deer	rusa	365	367	532	FALSE									DEER	1936	https://concepticon.clld.org/parameters/1936
811. asoe	811	asoe		hond	dog	anjing	366	368	534	TRUE									DOG	2009	https://concepticon.clld.org/parameters/2009
813. malal	813	malal		kat, poes	cat	kucing	368	370	536	FALSE									CAT	1208	https://concepticon.clld.org/parameters/1208
814. mè-ò	814	mè-ò		miauwen	to miaow	mengeong	369	371	537	FALSE										NA	https://concepticon.clld.org/parameters/NA
824. bòlêm itêm, bòlêm ònding <4>	824	bòlêm itêm	4	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			bolêm itêm	dark grey					DOVE	1853	https://concepticon.clld.org/parameters/1853
824. bòlêm itêm, bòlêm ònding <4>	824	bòlêm ònding	4	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			bolêm ònding	white					DOVE	1853	https://concepticon.clld.org/parameters/1853
825. êkak	825	êkak		kraai, raaf	crow	burung gagak	377	379	546	FALSE									CROW	913	https://concepticon.clld.org/parameters/913
826. manòh	826	manòh		hoen, kip	hen, chicken	ayam	378	380	547	FALSE									CHICKEN	1318	https://concepticon.clld.org/parameters/1318
827. manòh itò itò	827	manòh itò itò		kuiken	chick	anak ayam	378	380	-	FALSE									CHICK	2512	https://concepticon.clld.org/parameters/2512
828. manòh alafè	828	manòh alafè		hen	hen	ayam betina	378	380	547	FALSE									HEN	1514	https://concepticon.clld.org/parameters/1514
830. manòh singèl	830	manòh singèl		haan	cock, rooster	ayam jantan	378	380	547	FALSE									ROOSTER	1511	https://concepticon.clld.org/parameters/1511
831. manòh bêlatoen	831	manòh bêlatoen		vechthaan	fighting cock	ayam sabungan	378	380	-	FALSE									ROOSTER	1511	https://concepticon.clld.org/parameters/1511
836. lajang lajang	836	lajang lajang		zwaluw	swallow	burung layang-layang	381	383	-	FALSE									SWALLOW (BIRD)	3077	https://concepticon.clld.org/parameters/3077
840. baloeng	840	baloeng		reiger	heron	burung bangau	382	384	555	FALSE									HERON	758	https://concepticon.clld.org/parameters/758
843. majang	843	majang		kiekendief	kite (bird)	burung rajawali	383	385	-	FALSE									EAGLE	1905	https://concepticon.clld.org/parameters/1905
844. manò'	844	manò'		vogel (in het algemeen en andere soorten)	bird	burung	350	352	558	TRUE									BIRD	937	https://concepticon.clld.org/parameters/937
851. tioe	851	tioe		muis	mouse	tikus	389	391	564	FALSE									MOUSE	1491	https://concepticon.clld.org/parameters/1491
852. tioe	852	tioe		rat	rat	tikus	390	392	-	FALSE									RAT	1490	https://concepticon.clld.org/parameters/1490
854. loetoeng	854	loetoeng		aap	monkey	monyet, kera	392	394	566	FALSE									MONKEY	1350	https://concepticon.clld.org/parameters/1350
861. délah	861	délah		net	net	jala	560	567	573	FALSE									NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
870. oetoe	870	oetoe		vlo	flea	kutu anjing	395	397	582	FALSE									FLEA	232	https://concepticon.clld.org/parameters/232
871. bêngai	871	bêngai		spin	spider	laba-laba	396	398	583	FALSE									SPIDER	843	https://concepticon.clld.org/parameters/843
872. dalòq	872	dalòq		vlieg	fly	lalat	397	399	584	FALSE									FLY (INSECT)	1504	https://concepticon.clld.org/parameters/1504
877. lis <5>	877	lis	5	muskiet	mosquito	nyamuk	389	400	589	FALSE			namò	sandfly					MOSQUITO	1509	https://concepticon.clld.org/parameters/1509
878. ramòhramòh	878	ramòhramòh		kapel, vlinder	butterfly	kupu-kupu	399	401	590	FALSE									BUTTERFLY	1791	https://concepticon.clld.org/parameters/1791
879. tali ó-oer	879	tali ó-oer		rups	caterpillar	ulat (bulu)	400	402	592	FALSE									CATERPILLAR	2247	https://concepticon.clld.org/parameters/2247
881. êlêng	881	êlêng		sprinkhaan	grasshopper	belalang	401	403	593	FALSE									GRASSHOPPER	607	https://concepticon.clld.org/parameters/607
884. sichêm	884	sichêm		mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE									ANT	587	https://concepticon.clld.org/parameters/587
886. sawa	886	sawa		slang	snake	ular	403	405	598	TRUE									SNAKE	730	https://concepticon.clld.org/parameters/730
888. alihan-tali foea	888	alihan-tali foea		duizendpoot	centipede	lipan	-	406	600	FALSE									CENTIPEDE	1974	https://concepticon.clld.org/parameters/1974
891. lachêleng	891	lachêleng		worm	worm	cacing	414	417	603	TRUE									WORM	1219	https://concepticon.clld.org/parameters/1219
892. oerang <6>	892	oerang	6	garnaal	shrimp	udang	406	409	604	FALSE			lanès	lobster					SHRIMP	2349	https://concepticon.clld.org/parameters/2349
894. soeroeng soeroeng, aiereu	894	soeroeng soeroeng, aiereu		schelp	shell	kulit kerang	408	411	606	FALSE									SHELL	598	https://concepticon.clld.org/parameters/598
896. bêla	896	bêla		kikvors	frog	katak	409	412	608	FALSE									FROG	503	https://concepticon.clld.org/parameters/503
899. bawaja	899	bawaja		varaan, leguaan	iguana	biawak	412	415	611	FALSE									IGUANA	1578	https://concepticon.clld.org/parameters/1578
900. bòja	900	bòja		krokodil	crocodile	buaya	411	414	612	FALSE									CROCODILE	1857	https://concepticon.clld.org/parameters/1857
901. nònòbong	901	nònòbong		landschildpad	tortoise	kura-kura	413	416	613	FALSE									TORTOISE	895	https://concepticon.clld.org/parameters/895
902. noeh	902	noeh		zeeschildpad	turtle	penyu	413	416	614	FALSE									TURTLE	112	https://concepticon.clld.org/parameters/112
905. lêngkool	905	lêngkool		hemel	sky	langit	507	512	615	TRUE									SKY	1732	https://concepticon.clld.org/parameters/1732
906. mata balal	906	mata balal		zon	sun	matahari	508	513	616	TRUE									SUN	1343	https://concepticon.clld.org/parameters/1343
907. rêdò	907	rêdò		zonsverduistering	sun eclipse	gerhana matahari	509	514	617	FALSE									ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
908. bawa	908	bawa		maan	moon	bulan	510	515	618	TRUE									MOON	1313	https://concepticon.clld.org/parameters/1313
910. bawa <7>	910	bawa	7	maand (namen der maanden)	month (name of the months)	bulan (nama-nama bulan)	784	806	-	FALSE							same as the Muhammedan names		MONTH	1370	https://concepticon.clld.org/parameters/1370
911. nian rahokap	911	nian rahokap		maansverduistering	moon eclipse	gerhana bulan	511	516	620	FALSE									ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
912. bíntoen	912	bíntoen		ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE									STAR	1430	https://concepticon.clld.org/parameters/1430
917. lêpool	917	lêpool		aarde (aardbol)	earth (globe)	bumi	504	510	624	FALSE									WORLD	965	https://concepticon.clld.org/parameters/965
919. Ò-òl	919	Ò-òl		regen	rain	hujan	513	518	626	TRUE									RAINING OR RAIN	2108	https://concepticon.clld.org/parameters/2108
920. oewool	920	oewool		dauw	dew	embun	-	519	627	FALSE									DEW	1977	https://concepticon.clld.org/parameters/1977
921. inalik	921	inalik		wolk	cloud	awan	514	520	628	TRUE									CLOUD	1489	https://concepticon.clld.org/parameters/1489
923. soenit	923	soenit		regenboog	rainbow	pelangi	515	521	630	FALSE									RAINBOW	1733	https://concepticon.clld.org/parameters/1733
924. êlas	924	êlas		donder	thunder	guruh	516	522	631	FALSE									THUNDER	1150	https://concepticon.clld.org/parameters/1150
927. linon	927	linon		aardbeving	earthquake	gempa bumi	518	524	633	FALSE									EARTHQUAKE	6	https://concepticon.clld.org/parameters/6
928. angèn	928	angèn		wind	wind	angin	519	525	634	TRUE									WIND	960	https://concepticon.clld.org/parameters/960
929. angèn hèbêl	929	angèn hèbêl		storm	storm	badai, angin ribut	520	526	635	FALSE									STORM	858	https://concepticon.clld.org/parameters/858
930. òwì	930	òwì		water	water	air	521	527	636	TRUE									WATER	948	https://concepticon.clld.org/parameters/948
931. lor	931	lor		zee	sea	laut	522	528	637	TRUE	sea (ocean)								SEA	1474	https://concepticon.clld.org/parameters/1474
932. êti	932	êti		eb	ebb	surut	523	529	-	FALSE									CEASE	1928	https://concepticon.clld.org/parameters/1928
934. lò èfoe	934	lò èfoe		vloed	flood, tide	pasang	524	530	-	FALSE									HIGH TIDE	613	https://concepticon.clld.org/parameters/613
935. amêlah	935	amêlah		golf	wave	ombak	525	531	639	FALSE									WAVE	978	https://concepticon.clld.org/parameters/978
937. ló	937	ló		baai	bay	teluk	527	533	640	FALSE									BAY	663	https://concepticon.clld.org/parameters/663
938. awa alai	938	awa alai		strand	beach	pantai	528	534	641	FALSE									BEACH	3460	https://concepticon.clld.org/parameters/3460
939. haroes	939	haroes		straat	strait(s)	selat	529	535	-	FALSE									STRAIT	1661	https://concepticon.clld.org/parameters/1661
941. batoe	941	batoe		koraalrif	coral reef	karang	531	537	643	FALSE									REEF	660	https://concepticon.clld.org/parameters/660
942/943. angkal	942/943	angkal		land <unsp.>			532	538	-	FALSE										NA	
944. oelau	944	oelau		eiland	island	pulau	533	539	645	FALSE									ISLAND	622	https://concepticon.clld.org/parameters/622
945. moetoes	945	moetoes		landengte	isthmus	tanah genting	534	540	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
946. mata noeroeng	946	mata noeroeng		landtong, kaap	cape	tanjung, ujung	535	541	646	FALSE									CAPE	1662	https://concepticon.clld.org/parameters/1662
947. dêlòq	947	dêlòq		berg	mountain	gunung	536	542	647	TRUE									MOUNTAIN	639	https://concepticon.clld.org/parameters/639
948. dêlòq itò itò	948	dêlòq itò itò		heuvel	hill	bukit	565	572	648	FALSE									HILL	614	https://concepticon.clld.org/parameters/614
950. toeroen	950	toeroen		dalen	to go down, to descend	turun	-	546	650	FALSE									GO DOWN (DESCEND)	2014	https://concepticon.clld.org/parameters/2014
951. alali	951	alali		vlakte	plain	dataran	537	544	651	FALSE									PLAIN	652	https://concepticon.clld.org/parameters/652
952. alali	952	alali		dal	valley	lembah	538	545	652	FALSE									VALLEY	921	https://concepticon.clld.org/parameters/921
955. dòtan	955	dòtan		bos	forest, woods	hutan	539	547	655	TRUE	woods								FOREST	420	https://concepticon.clld.org/parameters/420
957. sasò	957	sasò		kreupelbos	bush	belukar	540	548	657	FALSE									BUSH	1683	https://concepticon.clld.org/parameters/1683
959. dalan	959	dalan		weg	way, road	jalan	567	574	-	TRUE	road								PATH OR ROAD	2457	https://concepticon.clld.org/parameters/2457
960. maralí	960	maralí		modder	mud	lumpur	-	575	-	FALSE									MUD	640	https://concepticon.clld.org/parameters/640
961. lar	961	lar		voetstap (spoor)	footstep (footprint)	bekas tapak kaki, jejak	-	576	658	FALSE									FOOTPRINT	318	https://concepticon.clld.org/parameters/318
962. atossan	962	atossan		grens	border, boundary	batas	569	578	660	FALSE									BORDER	2546	https://concepticon.clld.org/parameters/2546
963. loean	963	loean		rivier	river	sungai	570	579	661	TRUE									RIVER	666	https://concepticon.clld.org/parameters/666
964. títí	964	títí		brug	bridge	jembatan	-	580	662	FALSE									BRIDGE	1011	https://concepticon.clld.org/parameters/1011
965. oeloe	965	oeloe		stroomop (varen)	to go upstream	berlayar ke hulu	-	581	663	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
966. ai	966	ai		stroomaf (varen)	to go downstream	berlayar ke hilir	-	582	664	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
967. matan òwi	967	matan òwi		bron of oorsprong rivier	spring, source	mata air, sumber air	571	584	665	FALSE									SPRING (OF WATER)	849	https://concepticon.clld.org/parameters/849
968. sêmong	968	sêmong		watervloed, overstroming	flood	banjir	572	585	666	FALSE									HIGH TIDE	613	https://concepticon.clld.org/parameters/613
969. batoe	969	batoe		steen	stone	batu	573	586	667	TRUE									STONE	857	https://concepticon.clld.org/parameters/857
970. lêpool	970	lêpool		aarde (grond)	earth (ground)	tanah	574	587	668	TRUE	earth								EARTH (SOIL)	1228	https://concepticon.clld.org/parameters/1228
971. bala	971	bala		zand	sand	pasir	575	588	669	TRUE									SAND	671	https://concepticon.clld.org/parameters/671
973. bêsi	973	bêsi		ijzer	iron	besi	577	589	671	FALSE									IRON	621	https://concepticon.clld.org/parameters/621
974. têmbaga	974	têmbaga		koper	copper	tembaga	578	590	672	FALSE									COPPER	1825	https://concepticon.clld.org/parameters/1825
976. pérak	976	pérak		zilver	silver	perak	580	592	673	FALSE									SILVER	759	https://concepticon.clld.org/parameters/759
977. boelawan	977	boelawan		goud	gold	emas	581	593	674	FALSE									GOLD	1369	https://concepticon.clld.org/parameters/1369
979. tiembêlah	979	tiembêlah		lood	lead	timah hitam	583	595	-	FALSE									LEAD (CHEMICAL ELEMENT)	627	https://concepticon.clld.org/parameters/627
981. toekang bêsi	981	toekang bêsi		smid	smith	pandai besi	-	611	676	FALSE									BLACKSMITH	1001	https://concepticon.clld.org/parameters/1001
982. ambon	982	ambon		smidse	smithy	dapur pandai besi	-	612	677	FALSE										NA	https://concepticon.clld.org/parameters/NA
984. ahé	984	ahé		houtskool	charcoal	arang	-	613	679	FALSE									CHARCOAL	1188	https://concepticon.clld.org/parameters/1188
985. tótó'	985	tótó'		hamer	hammer	martil	-	614	680	FALSE									HAMMER	1481	https://concepticon.clld.org/parameters/1481
986. landas	986	landas		aambeeld	anvil	landasan, paron	-	615	681	FALSE									ANVIL	1648	https://concepticon.clld.org/parameters/1648
987. singkìp	987	singkìp		tang	tongs	sepit, tang	-	616	682	FALSE									TONGS	272	https://concepticon.clld.org/parameters/272
989. asa	989	asa		slijpen	to sharpen, to grind	mengasah	-	618	684	FALSE									SHARPEN (SOMETHING)	251	https://concepticon.clld.org/parameters/251
993. bêrdamai	993	bêrdamai		vrede sluiten	to make peace	berdamai, mengadakan perdamaian	636	650	-	FALSE									PEACE	1338	https://concepticon.clld.org/parameters/1338
995. nachoeda	995	nachoeda		handelaar (grote, kleine)	merchant	saudagar, pedagang	638	652	686	FALSE									MERCHANT	1082	https://concepticon.clld.org/parameters/1082
999. alénta	999	alénta		volgeling	follower	pengikut	615	630	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
1000. ata simanolong	1000	ata simanolong		bondgenoot	ally	sekutu	630	644	-	FALSE									COMPANION	3978	https://concepticon.clld.org/parameters/3978
1001. kêdé	1001	kêdé		winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE									SHOP	746	https://concepticon.clld.org/parameters/746
1002. kêdé	1002	kêdé		markt	market	pasar	640	654	688	FALSE									MARKET	633	https://concepticon.clld.org/parameters/633
1003. saudagar	1003	saudagar		handeldrijven, handelen	to trade	berdagang	641	655	689	FALSE									TRADE	898	https://concepticon.clld.org/parameters/898
1005. déloem	1005	déloem		naald	needle	jarum	-	657	691	FALSE									NEEDLE (FOR SEWING)	1382	https://concepticon.clld.org/parameters/1382
1007. ateu	1007	ateu		prijs	price	harga	643	658	693	FALSE									PRICE	657	https://concepticon.clld.org/parameters/657
1008. labòh	1008	labòh		winst	profit	untung, laba	644	659	694	FALSE									BENEFIT	2929	https://concepticon.clld.org/parameters/2929
1009. roegi	1009	roegi		verlies, schade	loss	rugi	645	660	695	FALSE										NA	https://concepticon.clld.org/parameters/NA
1010. mamêli	1010	mamêli		kopen	to buy	membeli	646	661	696	FALSE									BUY	1869	https://concepticon.clld.org/parameters/1869
1011. mahal	1011	mahal		duur	expensive	mahal	647	662	697	FALSE									EXPENSIVE	1426	https://concepticon.clld.org/parameters/1426
1012. moerah	1012	moerah		goedkoop	cheap	murah	648	663	698	FALSE									CHEAP	1887	https://concepticon.clld.org/parameters/1887
